Unnamed: 0,Model Unique Name,train_eng,answer_eng,GT
INR - Res256 iHarmony4,Harmonization-INR-Res256-iHarmony4,This small graphic has mismatched lighting between layers. Can you fix it for a cleaner look?,"In this case, I recommend the INR-Res256 iHarmony4 model. This model excels at aligning lighting between layers within an image, helping to create a clean and unified overall scene.","이런 경우에는 INR - Res256 iHarmony4 모델을 추천할게. 이 모델은 이미지 내 레이어 간 조명을 맞춰주는 데 강점이 있어서, 전체 장면이 깔끔하고 통일감 있게 표현될 수 있도록 도와줄 거야."
INR - Res1024 HAdobe5K,Harmonization-INR-Res1024-HAdobe5K,My high-res artwork looks like the subject and background are mismatched. Can you fix it to make everything feel cohesive?,"In this case, I recommend the INR-Res1024 HAdobe5K model. This model precisely adjusts the foreground and background colors and brightness, even in high-resolution images, creating a harmonious, seamless experience.","이런 경우에는 INR - Res1024 HAdobe5K 모델을 추천할게. 이 모델은 고해상도 이미지에서도 전경과 배경의 색감과 밝기를 세밀하게 조정해줘서, 이질감 없이 조화로운 느낌을 줄 수 있어."
INR - Res1024 HAdobe5K,Harmonization-INR-Res1024-HAdobe5K,"I inserted a person into a 1024px landscape image, but it looks unnatural. Can you adjust the lighting to fix this?","In these cases, I recommend the INR-Res1024 HAdobe5K model. This model precisely matches the lighting between the subject and the background in high-resolution scenes, helping to create a smooth transition without compositing.","이런 경우에는 INR - Res1024 HAdobe5K 모델을 추천할게. 이 모델은 고해상도 장면에서 인물과 배경 간의 조명을 정밀하게 일치시켜줘서, 합성 티 없이 부드럽게 연결되도록 도와줘."
INR - Res1024 HAdobe5K,Harmonization-INR-Res1024-HAdobe5K,The foreground in this detailed composite looks too bright compared to the background. Can you harmonize them?,"In these cases, I recommend the INR-Res1024 HAdobe5K model. This model naturally adjusts colors even in scenes where brightness and saturation vary, creating a unified image.","이런 경우에는 INR - Res1024 HAdobe5K 모델을 추천할게. 이 모델은 밝기나 채도가 따로 노는 장면에서도 자연스럽게 색감을 맞춰줘서, 하나의 통일된 사진처럼 보이게 만들어줄 수 있어."
INR - Res2048 HAdobe5K,Harmonization-INR-Res2048-HAdobe5K,I’m working with a 2048px edited photo where the inserted subject looks out of place. Can you fix the lighting and tones?,"In these cases, I recommend the INR-Res2048 HAdobe5K model. This model consistently matches the colors and textures of the foreground and background, even at high resolutions, creating a seamless, seamless image.","이런 경우에는 INR - Res2048 HAdobe5K 모델을 추천할게. 이 모델은 고해상도 사진에서도 피사체와 배경의 조명이나 색조를 정밀하게 조정해서, 부자연스러운 느낌 없이 하나의 완성된 장면처럼 보이도록 해줄 수 있어"
INR - Res2048 HAdobe5K,Harmonization-INR-Res2048-HAdobe5K,Can you make the inserted foreground blend in better with the high-res scene behind it?,"In these cases, I recommend the INR-Res2048 HAdobe5K model. This model consistently matches the colors and textures of the foreground and background, even at high resolutions, creating a seamless, seamless image.","이런 경우에는 INR - Res2048 HAdobe5K 모델을 추천할게. 이 모델은 전경과 배경의 색감과 질감을 고해상도 수준에서도 일관성 있게 맞춰줘서, 이질감 없이 자연스럽게 이어지는 이미지를 만들어줄 수 있어."
INR - Res2048 HAdobe5K,Harmonization-INR-Res2048-HAdobe5K,The model in this large composite image looks detached from the background. Can you harmonize them?,"In this case, I recommend the INR-Res2048 HAdobe5K model. This model precisely adjusts color and brightness to ensure the foreground and background blend well, even in composite images, resulting in a smooth, unified overall image.","이런 경우에는 INR - Res2048 HAdobe5K 모델을 추천할게. 이 모델은 합성 이미지에서도 전경과 배경이 잘 어우러지도록 색감과 밝기를 정교하게 조정해줘서, 전체적으로 매끄럽고 통일된 사진처럼 만들어줄 수 있어."
Fast NST - Candy,NST-fast-neural-style-candy,Can you turn this dull street photo into something more colorful and energetic like a pop-art scene?,"In these cases, I recommend the Fast NST - Candy model. This model transforms even dull photos into vibrant colors and a vibrant atmosphere, helping to bring street scenes to life.","이런 경우에는 Fast NST - Candy 모델을 추천할게. 이 모델은 밋밋한 사진도 채도 높은 색감과 화려한 분위기로 바꿔줘서, 거리 장면을 더 생동감 있게 표현하는 데 도움이 될 거야."
Fast NST - Candy,NST-fast-neural-style-candy,"I’d like this fashion photo to have a fun and playful look, with vibrant tones. Can you do that?","In this case, I recommend the Fast NST - Candy model. This model transforms the image into a vibrant, vibrant color style, adding a cheerful and bright feeling to your photos.","이런 경우에는 Fast NST - Candy 모델을 추천할게. 이 모델은 이미지에 생기를 불어넣는 화려한 색채 스타일로 바꿔줘서, 사진에 유쾌하고 밝은 느낌을 더해줄 수 있어."
Fast NST - Candy,NST-fast-neural-style-candy,Please stylize this food photo to make it pop with high color contrast and sweet tones.,"In this case, I recommend the Fast NST - Candy model. This model renders food photos bright and colorful, like candy, making them more delicious and eye-catching.","이런 경우에는 Fast NST - Candy 모델을 추천할게. 이 모델은 음식 사진도 캔디처럼 밝고 컬러풀하게 표현해줘서, 더 맛있고 눈에 띄는 이미지로 만들어주는 데 적합해."
Fast NST - Mosaic,NST-fast-neural-style-mosaic,"I’d like to transform this photo into something that looks like a tile-based art piece, with blocky textures and abstract shapes.","In these cases, I recommend the Fast NST - Mosaic model. This model transforms the entire image into a tile-like, segmented pattern, effectively creating a unique texture and abstract aesthetic.","이런 경우에는 Fast NST - Mosaic 모델을 추천할게. 이 모델은 이미지 전체를 타일처럼 분할된 패턴으로 바꿔줘서, 독특한 질감과 추상적인 미감을 연출하는 데 효과적이야."
Fast NST - Mosaic,NST-fast-neural-style-mosaic,Can you stylize this image so it looks like a stained glass artwork with fragmented color areas?,"In these cases, I recommend the Fast NST - Mosaic model. This model splits and reconstructs colors, creating a stained-glass effect that adds artistic depth to your images.","이런 경우에는 Fast NST - Mosaic 모델을 추천할게. 이 모델은 색상을 분할하고 재구성해서 마치 스테인드글라스 같은 효과를 주기 때문에, 이미지에 예술적인 깊이를 더해줄 수 있어."
Fast NST - Mosaic,NST-fast-neural-style-mosaic,"This image feels too plain. Can you reimagine it in a cubist-inspired, geometric mosaic style?","In these cases, I recommend the Fast NST - Mosaic model. This model excels at segmenting and rearranging colors and shapes, reminiscent of Cubism, allowing it to transform even ordinary images into geometric and abstract art styles.","이런 경우에는 Fast NST - Mosaic 모델을 추천할게. 이 모델은 큐비즘 느낌처럼 색과 형태를 분절해서 재배치해주는 데 강점이 있어서, 평범한 이미지도 기하학적이고 추상적인 아트 스타일로 바꿔줄 수 있어."
Fast NST - Rain Princess,NST-fast-neural-style-rain-princess,"Please stylize this photo into something dreamy and painterly, like a city glowing in the rain.","In this case, I recommend the Fast NST - Rain Princess model. This model brilliantly captures the rainy atmosphere of the city with its soft light and emotional brushstrokes, making your images even more lyrical.","이런 경우에는 Fast NST - Rain Princess 모델을 추천할게. 이 모델은 흐릿한 빛과 감성적인 붓터치로 도시의 비 오는 분위기를 화려하게 표현해줘서, 너의 이미지를 더 서정적으로 바꿔줄 수 있어."
Fast NST - Rain Princess,NST-fast-neural-style-rain-princess,"I’d like to give this ordinary picture a romantic, rainy evening vibe with glowing reflections.","In this case, I recommend the Fast NST - Rain Princess model. This model effectively transforms photos into romantic, rainy evening scenes by emotionally emphasizing reflected light and color.","이런 경우에는 Fast NST - Rain Princess 모델을 추천할게. 이 모델은 반사광과 색감을 감성적으로 강조해줘서, 사진을 낭만적인 비 오는 저녁 풍경처럼 바꿔주는 데 효과적이야."
Fast NST - Rain Princess,NST-fast-neural-style-rain-princess,Can you turn this simple snapshot into something like a painting full of color and atmosphere?,"In this case, I recommend the Fast NST - Rain Princess model. This model adds warm lighting and painterly brushstrokes to transform ordinary images into emotional works of art.",이런 경우에는 Fast NST - Rain Princess 모델을 추천할게. 이 모델은 따뜻한 조명과 회화적인 붓터치를 더해 평범한 이미지를 감성적인 예술 작품처럼 표현해줄 수 있어.
OpenPose,PoseEstimation-OpenPose,I want to extract the full-body joint positions from this dance photo and turn them into a stick-figure pose diagram.,"In these cases, I recommend the OpenPose model. This model recognizes all joints of the human body, allowing it to accurately represent complex movements, like dance photos, in the form of a skeleton connected by lines.","이런 경우에는 OpenPose 모델을 추천할게. 이 모델은 사람의 몸 전체 관절을 인식해서, 댄스 사진처럼 복잡한 동작도 선으로 연결된 스켈레톤 형태로 정확히 표현할 수 있어."
